λ,LB,n1,tc_bps,label,Ann.Ret,Sharpe,CVaR(5%),MDD,MDD_abs,Calmar,HHI,Turnover
0.3,252,0.3,40,"DFL-MDD (LB=252, n1=0.3)",0.043058875386792206,0.31015919427182714,0.028363077617222177,0.39816713210337096,0.430909283160019,0.10814271672429034,0.5837814273994999,0.7353064088919029
0.3,252,0.4,0,"DFL-MDD (LB=252, n1=0.4)",0.07023892007395882,0.45485152368539605,0.028304724280901156,0.35822278310120376,0.3902976839209421,0.196076082727847,0.6910498128287298,0.7159064785216068
0.3,252,0.4,5,"DFL-MDD (LB=252, n1=0.4)",0.06569876271851971,0.4323054782194164,0.028320962959562913,0.35914629147280674,0.39150830980599105,0.18293036642757912,0.6910498128287298,0.7159064785216068
0.3,252,0.4,10,"DFL-MDD (LB=252, n1=0.4)",0.06117473944253771,0.4097233763394116,0.02833720163822375,0.3600692358180653,0.39271893569103955,0.16989715682474515,0.6910498128287298,0.7159064785216068
0.3,252,0.4,20,"DFL-MDD (LB=252, n1=0.4)",0.05217490768379918,0.36447297861167016,0.02838481951958578,0.36191343242955065,0.3951401874611369,0.1441640541472277,0.6910498128287298,0.7159064785216068
0.3,252,0.4,40,"DFL-MDD (LB=252, n1=0.4)",0.03436679726727365,0.2737819989148988,0.02850161040582176,0.36559505733638903,0.3999826910013319,0.09400235743956477,0.6910498128287298,0.7159064785216068
0.3,504,0.1,0,"DFL-MDD (LB=504, n1=0.1)",0.06003147300138445,0.400807857735719,0.02737380664601793,0.4047067474178941,0.4407381700458092,0.14833326444286715,0.2894090539855398,0.7366451190726383
0.3,504,0.1,5,"DFL-MDD (LB=504, n1=0.1)",0.05540520166898211,0.37794633892084756,0.02738816497763075,0.40502182715926605,0.4410627207208948,0.1367955945582055,0.2894090539855398,0.7366451190726383
0.3,504,0.1,10,"DFL-MDD (LB=504, n1=0.1)",0.05079706435778841,0.3550604867747926,0.027402523309242935,0.4053369069006337,0.44138727139598033,0.1253205999267888,0.2894090539855398,0.7366451190726383
0.3,504,0.1,20,"DFL-MDD (LB=504, n1=0.1)",0.04163493882919078,0.3092299231105255,0.027431239972465285,0.405967066383357,0.4420363727461516,0.1025574295714395,0.2894090539855398,0.7366451190726383
0.3,504,0.1,40,"DFL-MDD (LB=504, n1=0.1)",0.023525524219204064,0.21743279421770467,0.027488673298901707,0.40722738534875247,0.44333457544649413,0.05776999548613273,0.2894090539855398,0.7366451190726383
0.3,504,0.2,0,"DFL-MDD (LB=504, n1=0.2)",0.07991554897943742,0.5015767916101452,0.026935156952990702,0.3208253203897423,0.34570347407744395,0.24909364652841529,0.4071894100666989,0.855311973091994
0.3,504,0.2,5,"DFL-MDD (LB=504, n1=0.2)",0.07444502166292954,0.4747093497582255,0.026955207154322158,0.3211078445226277,0.34600075055184,0.23183806596322432,0.4071894100666989,0.855311973091994
